cityCode	cityName
150625	杭锦旗
150123	和林格尔县
150402	红山区
150100	呼和浩特市
150700	呼伦贝尔市
150922	化德县
150103	回民区
150581	霍林郭勒市
150902	集宁区
150207	九原区
150428	喀喇沁旗
150523	开鲁县
150502	科尔沁区
152221	科尔沁右翼前旗
152222	科尔沁右翼中旗
150522	科尔沁左翼后旗
150521	科尔沁左翼中旗
150425	克什克腾旗
150524	库伦旗
150203	昆都仑区
150925	凉城县
150424	林西县
150802	临河区
150781	满洲里市
150722	莫力达瓦达斡尔族自治
150525	奈曼旗
015200	内蒙磴口
150429	宁城县
150204	青山区
150124	清水河县
150105	赛罕区
150923	商都县
150205	石拐区
150929	四子王旗
150404	松山区
152524	苏尼特右旗
152523	苏尼特左旗
152527	太仆寺旗
150500	通辽市
152224	突泉县
150221	土默特右旗
150121	土默特左旗
150122	托克托县
150426	翁牛特旗
150304	乌达区
150300	乌海市
150825	乌拉特后旗
150823	乌拉特前旗
150824	乌拉特中旗
152600	乌兰察布盟
150900	乌兰察布市
152201	乌兰浩特市
150626	乌审旗
150125	武川县
150821	五原县
152526	西乌珠穆沁旗
152500	锡林郭勒盟
152502	锡林浩特市
152528	镶黄旗
150727	新巴尔虎右旗
150726	新巴尔虎左旗
150102	新城区
152200	兴安盟
150924	兴和县
150782	牙克石市
150627	伊金霍洛旗
150104	玉泉区
150403	元宝山区
150783	扎兰屯市
150526	扎鲁特旗
152223	扎赉特旗
152530	正蓝旗
152529	正镶白旗
150622	准格尔旗
150921	卓资县
150822	磴口县
210300	鞍山市
211002	白塔区
210782	北宁市
211381	北票市
210521	本溪满族自治县
210500	本溪市
211224	昌图县
210224	长海县
211300	朝阳市
211321	朝阳县
210104	大东区
210200	大连市
210882	大石桥市
211121	大洼县
210600	丹东市
211081	灯塔市
211281	调兵山市
210681	东港市
210112	东陵区
210403	东洲区
210124	法库县
210682	凤城市
210400	抚顺市
210421	抚顺县
210921	阜新蒙古族自治县
210900	阜新市
210881	盖州市
210211	甘井子区
211005	弓长岭区
210702	古塔区
210381	海城市
210902	海州区
210102	和平区
210726	黑山县
211004	宏伟区
211400	葫芦岛市
210522	桓仁满族自治县
210105	皇姑区
210182	浑南区
211422	建昌县
211322	建平县
210213	金州区
210700	锦州市
211324	喀喇沁左翼蒙古族自治
211282	开原市
210123	康平县
210624	宽甸满族自治县
210811	老边区
210304	立山区
211402	连山区
211000	辽阳市
211021	辽阳县
210122	辽中县
210781	凌海市
210703	凌河区
211382	凌源市
211303	龙城区
211403	龙港区
210212	旅顺口区
210504	明山区
210505	南芬区
211404	南票区
211100	盘锦市
211122	盘山县
210502	平山区
210282	普兰店市
210311	千山区
210905	清河门区
211204	清河区
210423	清原满族自治县
210204	沙河口区
210103	沈河区
210100	沈阳市
211302	双塔区
211102	双台子区
210411	顺城区
210111	苏家屯区
211421	绥中县
210321	台安县
210711	太和区
210904	太平区
211011	太子河区
210302	铁东区
211200	铁岭市
211221	铁岭县
210106	铁西区
210303	铁西区
210281	瓦房店市
210404	望花区
211003	文圣区
211223	西丰县
210203	西岗区
210803	西市区
210503	溪湖区
210911	细河区
210422	新宾满族自治县
210113	新城子区
210402	新抚区
210181	新民市
210903	新邱区
211481	兴城市
211103	兴隆台区
210727	义县
211202	银州区
210800	营口市
210114	于洪区
210602	元宝区
210802	站前区
210922	彰武县
210604	振安区
210603	振兴区
210202	中山区
210283	庄河市
210323	岫岩满族自治县
210804	鲅鱼圈区
222426	安图县
220602	八道江区
220800	白城市
220600	白山市
220202	昌邑区
220623	长白朝鲜族自治县
220100	长春市
220722	长岭县
220104	朝阳区
220204	船营区
220882	大安市
220183	德惠市
220502	东昌区
220421	东丰县
220422	东辽县
222403	敦化市
220503	二道江区
220105	二道区
220211	丰满区
220724	扶余县
220621	抚松县
220381	公主岭市
222406	和龙市
220523	辉南县
220200	吉林市
220582	集安市
220625	江源县
220622	靖宇县
220181	九台市
220103	宽城区
220322	梨树县
220400	辽源市
220681	临江市
220524	柳河县
222405	龙井市
220402	龙山区
220203	龙潭区
220106	绿园区
220581	梅河口市
220102	南关区
220702	宁江区
220122	农安县
220284	磐石市
220723	乾安县
220721	前郭尔罗斯蒙古族自治
220283	舒兰市
220382	双辽市
220112	双阳区
220300	四平市
220700	松原市
220303	铁东区
220302	铁西区
220500	通化市
220521	通化县
220822	通榆县
222402	图们市
222424	汪清县
220403	西安区
222400	延边朝鲜族自治州
222401	延吉市
220323	伊通满族自治县
220221	永吉县
220182	榆树市
220821	镇赉县
220802	洮北区
220881	洮南市
222404	珲春市
220282	桦甸市
220281	蛟河市
230181	阿城市
231102	爱辉区
231004	爱民区
231281	安达市
230205	昂昂溪区
230126	巴彦县
230231	拜泉县
230523	宝清县
230506	宝山区
231181	北安市
231202	北林区
230125	宾县
230921	勃利县
230306	城子河区
230706	翠峦区
230600	大庆市
230606	大同区
232700	大兴安岭地区
230713	带岭区
230102	道里区
230104	道外区
230304	滴道区
231002	东安区
230805	东风区
231024	东宁县
230406	东山区
230107	动力区
230624	杜尔伯特蒙古族自治县
230124	方正县
230833	抚远县
230882	富锦市
230206	富拉尔基区
230227	富裕县
230225	甘南县
230403	工农区
230100	哈尔滨市
231083	海林市
231283	海伦市
230400	鹤岗市
231100	黑河市
230303	恒山区
230605	红岗区
230715	红星区
230121	呼兰县
232721	呼玛县
230381	虎林市
230321	鸡东县
230302	鸡冠区
230300	鸡西市
230521	集贤县
230722	嘉荫县
230800	佳木斯市
230502	尖山区
230203	建华区
230811	郊区
230709	金山屯区
230230	克东县
230229	克山县
231222	兰西县
230305	梨树区
230623	林甸县
231025	林口县
230503	岭东区
230603	龙凤区
230221	龙江县
230202	龙沙区
230421	萝北县
230307	麻山区
230208	梅里斯达斡尔族区
230708	美溪区
230382	密山市
231225	明水县
232723	漠河县
231000	牡丹江市
230127	木兰县
231085	穆棱市
230703	南岔区
230103	南岗区
230404	南山区
231121	嫩江县
230207	碾子山区
231084	宁安市
230108	平房区
230900	七台河市
230200	齐齐哈尔市
230804	前进区
230904	茄子河区
231223	青冈县
231224	庆安县
230604	让胡路区
230524	饶河县
230602	萨尔图区
230716	上甘岭区
230183	尚志市
230182	双城市
230500	双鸭山市
230505	四方台区
230109	松北区
230422	绥滨县
231081	绥芬河市
231200	绥化市
231226	绥棱县
231124	孙吴县
232722	塔河县
230224	泰来县
230105	太平区
230712	汤旺河区
230828	汤原县
230903	桃山区
230204	铁锋区
230781	铁力市
230128	通河县
230881	同江市
231221	望奎县
230711	乌马河区
230714	乌伊岭区
230184	五常市
231182	五大连池市
230710	五营区
231005	西安区
230705	西林区
230106	香坊区
230402	向阳区
230803	向阳区
230707	新青区
230902	新兴区
230405	兴安区
230407	兴山区
231123	逊克县
230129	延寿县
231003	阳明区
230223	依安县
230123	依兰县
230702	伊春区
230700	伊春市
230802	永红区
230704	友好区
230522	友谊县
231282	肇东市
230622	肇源县
230621	肇州县
230281	讷河市
230826	桦川县
230822	桦南县
310113	宝山区
310105	长宁区
310230	崇明县
310120	奉贤区
310109	虹口区
310101	黄浦区
310114	嘉定区
310116	金山区
310106	静安区
310103	卢湾区
310119	南汇区
310107	普陀区
310115	浦东新区
310118	青浦区
310117	松江区
310104	徐汇区
310110	杨浦区
310108	闸北区
310112	闵行区
320103	白下区
321023	宝应县
320204	北塘区
320922	滨海县
320211	滨湖区
320502	沧浪区
320581	常熟市
320400	常州市
320202	崇安区
320602	崇川区
320803	楚州区
320982	大丰市
321112	丹徒区
321400	丹阳
321181	丹阳市
320722	东海县
320981	东台市
320321	丰县
320923	阜宁县
320721	赣榆县
320611	港闸区
320125	高淳县
321203	高港区
321084	高邮市
320106	鼓楼区
320302	鼓楼区
320724	灌南县
320723	灌云县
321002	广陵区
320621	海安县
321202	海陵区
320684	海门市
320706	海州区
320829	洪泽县
320505	虎丘区
320800	淮安市
320804	淮阴区
320206	惠山区
320305	贾汪区
320925	建湖县
320105	建邺区
321284	姜堰市
321088	江都市
320115	江宁区
320281	江阴市
320831	金湖县
320482	金坛市
320504	金阊区
321102	京口区
321012	经济开发区
321282	靖江市
320304	九里区
321183	句容市
320583	昆山市
320700	连云港市
320703	连云区
320826	涟水县
320116	六合区
320203	南长区
320100	南京市
320600	南通市
320322	沛县
320503	平江区
320111	浦口区
320113	栖霞区
320405	戚墅堰区
320681	启东市
320104	秦淮区
320802	清河区
320811	清浦区
320311	泉山区
320623	如东县
320682	如皋市
321111	润州区
320924	射阳县
320500	苏州市
321302	宿城区
321300	宿迁市
321321	宿豫县
321283	泰兴市
321200	泰州市
320585	太仓市
320402	天宁区
320902	亭湖区
320683	通州市
320323	铜山县
321011	维扬区
320200	无锡市
320584	吴江市
320506	吴中区
320412	武进区
320205	锡山区
320107	下关区
320507	相城区
320921	响水县
320411	新北区
320705	新浦区
320212	新区
320381	新沂市
321281	兴化市
320300	徐州市
320102	玄武区
320900	盐城市
320903	盐都区
321182	扬中市
321000	扬州市
321081	仪征市
320282	宜兴市
320114	雨花台区
320303	云龙区
320582	张家港市
321100	镇江市
320404	钟楼区
321003	邗江区
320382	邳州市
321322	沭阳县
321324	泗洪县
321323	泗阳县
320124	溧水县
320481	溧阳市
320830	盱眙县
320324	睢宁县
330523	安吉县
330206	北仑区
330108	滨江区
330327	苍南县
330822	常山县
330522	长兴县
330127	淳安县
330282	慈溪市
330521	德清县
330902	定海区
330783	东阳市
330322	洞头县
330283	奉化市
330183	富阳市
330105	拱墅区
330481	海宁市
330203	海曙区
330424	海盐县
330100	杭州市
330500	湖州市
331003	黄岩区
330421	嘉善县
330400	嘉兴市
330182	建德市
330205	江北区
330204	江东区
330104	江干区
330881	江山市
331002	椒江区
330703	金东区
330700	金华市
331127	景宁畲族自治县
330824	开化县
330802	柯城区
330781	兰溪市
330382	乐清市
331100	丽水市
331102	莲都区
330185	临安市
331082	临海市
331181	龙泉市
330303	龙湾区
330825	龙游县
331004	路桥区
330302	鹿城区
330503	南浔区
330200	宁波市
330226	宁海县
330727	磐安县
330482	平湖市
330326	平阳县
330903	普陀区
330726	浦江县
331121	青田县
331126	庆元县
330381	瑞安市
331022	三门县
330102	上城区
330682	上虞市
330600	绍兴市
330621	绍兴县
331124	松阳县
331123	遂昌县
331000	台州市
330329	泰顺县
331023	天台县
330122	桐庐县
330483	桐乡市
331081	温岭市
330300	温州市
330328	文成县
330502	吴兴区
330723	武义县
330106	西湖区
330103	下城区
331024	仙居县
330225	象山县
330109	萧山区
330624	新昌县
330402	秀城区
330411	秀洲区
330782	义乌市
330324	永嘉县
330784	永康市
330110	余杭区
330281	余姚市
331021	玉环县
330602	越城区
331125	云和县
330211	镇海区
330900	舟山市
330681	诸暨市
330212	鄞州区
330921	岱山县
330683	嵊州市
330922	嵊泗县
330803	衢江区
330800	衢州市
330702	婺城区
331122	缙云县
330304	瓯海区
340800	安庆市
340405	八公山区
340300	蚌埠市
340111	包河区
340121	长丰县
341400	巢湖市
341700	池州市
341100	滁州市
340803	大观区
340402	大通区
340521	当涂县
341125	定远县
340302	东市区
341721	东至县
340602	杜集区
340222	繁昌县
340122	肥东县
340123	肥西县
340421	凤台县
341126	凤阳县
341225	阜南县
341200	阜阳市
235065	古饶
340323	固镇县
341822	广德县
341702	贵池区
341423	含山县
341424	和县
340100	合肥市
340503	花山区
340822	怀宁县
340321	怀远县
340600	淮北市
340400	淮南市
341003	黄山区
341000	黄山市
341004	徽州区
341522	霍邱县
341525	霍山县
341824	绩溪县
340311	郊区
340711	郊区
340811	郊区
341282	界首市
341502	金安区
340502	金家庄区
341524	金寨县
340202	镜湖区
341402	居巢区
341122	来安县
341102	琅琊区
341821	郎溪县
341623	利辛县
340604	烈山区
341221	临泉县
341323	灵璧县
341500	六安市
341421	庐江县
340103	庐阳区
340500	马鞍山市
341622	蒙城县
341182	明光市
340223	南陵县
341103	南谯区
341881	宁国市
340406	潘集区
341024	祁门县
340824	潜山县
341723	青阳县
341124	全椒县
340204	三山区
340703	狮子山区
341722	石台县
341521	寿县
341523	舒城县
340104	蜀山区
340826	宿松县
341300	宿州市
341222	太和县
340825	太湖县
341181	天长市
340403	田家庵区
340881	桐城市
340702	铜官山区
340700	铜陵市
340721	铜陵县
341002	屯溪区
340827	望江县
341621	涡阳县
341422	无为县
340200	芜湖市
340221	芜湖县
340322	五河县
340304	西市区
340603	相山区
341322	萧县
340404	谢家集区
341022	休宁县
341800	宣城市
341802	宣州区
340102	瑶海区
340802	迎江区
340504	雨山区
341503	裕安区
340828	岳西县
340303	中市区
341600	亳州市
341602	谯城区
341302	墉桥区
340203	弋江区
341324	泗县
341823	泾县
340621	濉溪县
340823	枞阳县
341021	歙县
341825	旌德县
341321	砀山县
340207	鸠江区
341203	颍东区
341204	颍泉区
341226	颍上县
341202	颍州区
341023	黟县
350524	安溪县
350104	仓山区
350182	长乐市
350625	长泰县
350821	长汀县
350302	城厢区
350425	大田县
350526	德化县
350626	东山县
350503	丰泽区
350981	福安市
350982	福鼎市
350181	福清市
350100	福州市
350102	鼓楼区
350922	古田县
350723	光泽县
350205	海沧区
350303	涵江区
350206	湖里区
350629	华安县
350521	惠安县
350211	集美区
350430	建宁县
350784	建阳市
350783	建瓯市
350428	将乐县
350902	蕉城区
350527	金门县
350111	晋安区
350582	晋江市
350502	鲤城区
350304	荔城区
350825	连城县
350122	连江县
350681	龙海市
350603	龙文区
350800	龙岩市
350123	罗源县
350504	洛江区
350105	马尾区
350402	梅列区
350121	闽侯县
350124	闽清县
350421	明溪县
350583	南安市
350627	南靖县
350700	南平市
350900	宁德市
350424	宁化县
350628	平和县
350128	平潭县
350923	屏南县
350300	莆田市
350722	浦城县
350423	清流县
350505	泉港区
350500	泉州市
350400	三明市
350403	三元区
350427	沙县
350823	上杭县
350781	邵武市
350581	石狮市
350924	寿宁县
350721	顺昌县
350203	思明区
350724	松溪县
350103	台江区
350429	泰宁县
350212	同安区
350824	武平县
350782	武夷山市
350921	霞浦县
350200	厦门市
350322	仙游县
350213	翔安区
350802	新罗区
350305	秀屿区
350702	延平区
350481	永安市
350525	永春县
350822	永定县
350125	永泰县
350426	尤溪县
350622	云霄县
350881	漳平市
350623	漳浦县
350600	漳州市
350725	政和县
350925	周宁县
350624	诏安县
350602	芗城区
350926	柘荣县
360829	安福县
360123	安义县
360302	安源区
360726	安远县
360202	昌江区
361024	崇仁县
360725	崇义县
360723	大余县
360426	德安县
361181	德兴市
360728	定南县
360102	东湖区
361029	东乡县
360428	都昌县
360521	分宜县
360981	丰城市
360921	奉新县
360222	浮梁县
361000	抚州市
360721	赣县
360700	赣州市
360983	高安市
361030	广昌县
361122	广丰县
360681	贵溪市
361125	横峰县
360429	湖口县
360733	会昌县
360800	吉安市
360821	吉安县
360822	吉水县
360802	吉州区
361027	金溪县
360124	进贤县
360881	井冈山市
360200	景德镇市
360925	靖安县
360400	九江市
360421	九江县
361025	乐安县
360281	乐平市
361022	黎川县
360321	莲花县
361002	临川区
360727	龙南县
360323	芦溪县
360402	庐山区
360100	南昌市
360121	南昌县
361021	南城县
361023	南丰县
360782	南康市
360730	宁都县
360430	彭泽县
360300	萍乡市
361124	铅山县
360111	青山湖区
360803	青原区
360104	青云谱区
360729	全南县
360481	瑞昌市
360781	瑞金市
360923	上高县
360322	上栗县
361100	上饶市
361121	上饶县
360724	上犹县
360735	石城县
360827	遂川县
360826	泰和县
360926	铜鼓县
360105	湾里区
360828	万安县
361129	万年县
360922	万载县
360423	武宁县
360103	西湖区
360823	峡江县
360313	湘东区
360824	新干县
360122	新建县
360500	新余市
360722	信丰县
361102	信州区
360427	星子县
360732	兴国县
360424	修水县
360734	寻乌县
360900	宜春市
360924	宜丰县
361026	宜黄县
360600	鹰潭市
360825	永丰县
360830	永新县
360425	永修县
360731	于都县
361127	余干县
360622	余江县
360502	渝水区
361123	玉山县
360902	袁州区
360602	月湖区
360982	樟树市
360702	章贡区
360203	珠山区
361028	资溪县
361128	鄱阳县
361126	弋阳县
360403	浔阳区
361130	婺源县
370784	安丘市
371602	滨城区
371600	滨州市
370304	博山区
371625	博兴县
371324	苍山县
371721	曹县
370725	昌乐县
370786	昌邑市
370634	长岛县
370113	长清区
370214	城阳区
371723	成武县
371722	单县
371402	德城区
371400	德州市
371727	定陶县
371524	东阿县
371502	东昌府区
371102	东港区
371728	东明县
370923	东平县
370502	东营区
370500	东营市
370704	坊子区
370983	肥城市
371325	费县
370611	福山区
371203	钢城区
370785	高密市
370322	高青县
371526	高唐县
371525	冠县
370523	广饶县
370687	海阳市
370703	寒亭区
371700	菏泽市
371312	河东区
370503	河口区
370104	槐荫区
371002	环翠区
370321	桓台县
370211	黄岛区
371621	惠民县
370282	即墨市
370100	济南市
370800	济宁市
370125	济阳县
370829	嘉祥县
370284	胶南市
370281	胶州市
370828	金乡县
371724	巨野县
370614	开发区
370521	垦利县
370705	奎文区
371202	莱城区
370613	莱山区
371200	莱芜市
370285	莱西市
370682	莱阳市
370683	莱州市
371302	兰山区
371481	乐陵市
370213	李沧区
370112	历城区
370102	历下区
370522	利津县
370832	梁山县
371500	聊城市
371581	临清市
371300	临沂市
371424	临邑县
370305	临淄区
371329	临沭县
370724	临朐县
371421	陵县
370681	龙口市
371311	罗庄区
371328	蒙阴县
370612	牟平区
371702	牡丹区
371422	宁津县
370921	宁阳县
370684	蓬莱市
370283	平度市
371326	平邑县
370124	平阴县
371426	平原县
370686	栖霞市
371425	齐河县
370200	青岛市
370781	青州市
371423	庆云县
370881	曲阜市
370811	任城区
371100	日照市
371082	荣成市
371083	乳山市
370406	山亭区
370126	商河县
370203	市北区
370202	市南区
370103	市中区
370402	市中区
370802	市中区
370783	寿光市
370205	四方区
370405	台儿庄区
370900	泰安市
370902	泰山区
370105	天桥区
371000	威海市
370826	微山县
370702	潍城区
370700	潍坊市
371081	文登市
371623	无棣县
371428	武城县
371121	五莲县
371427	夏津县
370982	新泰市
370403	薛城区
370600	烟台市
371521	阳谷县
371622	阳信县
371321	沂南县
371323	沂水县
370323	沂源县
370827	鱼台县
371482	禹城市
370400	枣庄市
371624	沾化县
370181	章丘市
370303	张店区
370685	招远市
370602	芝罘区
370306	周村区
370782	诸城市
370300	淄博市
370302	淄川区
370883	邹城市
371626	邹平县
370882	兖州市
371725	郓城县
371322	郯城县
371726	鄄城县
371523	茌平县
371327	莒南县
371122	莒县
371522	莘县
370903	岱岳区
370404	峄城区
370212	崂山区
370830	汶上县
370831	泗水县
370481	滕州市
410500	安阳市
410522	安阳县
410421	宝丰县
410503	北关区
410822	博爱县
411082	长葛市
410728	长垣县
411602	川汇区
411625	郸城县
410185	登封市
411381	邓州市
410103	二七区
410926	范县
411322	方城县
410727	封丘县
410704	凤泉区
411621	扶沟县
410181	巩义市
410204	鼓楼区
411525	固始县
410104	管城回族区
411522	光山县
410600	鹤壁市
410602	鹤山区
410702	红旗区
411202	湖滨区
410902	华龙区
410526	滑县
411527	淮滨县
411626	淮阳县
410782	辉县市
410724	获嘉县
410306	吉利区
410881	济源市
410305	涧西区
410800	焦作市
410211	郊区
410802	解放区
410105	金水区
410621	浚县
410200	开封市
410224	开封县
410225	兰考县
410302	老城区
411402	梁园区
410581	林州市
411122	临颍县
411282	灵宝市
410506	龙安区
410202	龙亭区
411224	卢氏县
410423	鲁山县
411628	鹿邑县
411521	罗山县
410307	洛龙区
410328	洛宁县
410300	洛阳市
410804	马村区
410322	孟津县
410883	孟州市
411726	泌阳县
411421	民权县
410711	牧野区
410205	南关区
410923	南乐县
411300	南阳市
411321	南召县
410527	内黄县
411325	内乡县
411423	宁陵县
410400	平顶山市
411503	平桥区
411723	平舆县
410882	沁阳市
410922	清丰县
411725	确山县
411727	汝南县
410326	汝阳县
410482	汝州市
411200	三门峡市
410603	山城区
410811	山阳区
411222	陕县
411524	商城县
411400	商丘市
411623	商水县
411722	上蔡县
410106	上街区
411327	社旗县
411624	沈丘县
411502	师河区
410404	石龙区
410203	顺河回族区
411728	遂平县
410927	台前县
411627	太康县
410523	汤阴县
411328	唐河县
410222	通许县
411330	桐柏县
411302	宛城区
411002	魏都区
410223	尉氏县
410703	卫滨区
410403	卫东区
410781	卫辉市
410825	温县
410502	文峰区
411303	卧龙区
410823	武陟县
410481	舞钢市
411121	舞阳县
410303	西工区
411622	西华县
411721	西平县
411323	西峡县
411528	息县
411426	夏邑县
411025	襄城县
411681	项城市
410323	新安县
411729	新蔡县
410402	新华区
410183	新密市
411523	新县
410700	新乡市
410721	新乡县
411329	新野县
410184	新郑市
411500	信阳市
410821	修武县
411000	许昌市
411023	许昌县
410726	延津县
410422	叶县
410329	伊川县
410327	宜阳县
411281	义马市
410505	殷都区
411481	永城市
411425	虞城县
411081	禹州市
410725	原阳县
411102	源汇区
410411	湛河区
411324	镇平县
411724	正阳县
410100	郑州市
410122	中牟县
410102	中原区
410803	中站区
411600	周口市
411700	驻马店市
410381	偃师市
410108	邙山区
410425	郏县
411123	郾城县
411024	鄢陵县
410182	荥阳市
410325	嵩县
410304	廛河回族区
410611	淇滨区
410622	淇县
411326	淅川县
411221	渑池县
411526	潢川县
411100	漯河市
410900	濮阳市
410928	濮阳县
411702	驿城区
410221	杞县
411424	柘城县
410324	栾川县
411422	睢县
411403	睢阳区
420982	安陆市
422823	巴东县
420626	保康县
420114	蔡甸区
420528	长阳土家族自治县
421281	赤壁市
421223	崇阳县
420922	大悟县
420281	大冶市
420381	丹江口市
420582	当阳市
420504	点军区
